source_table,resource_type,resource_id,resource_name,vehicle_class,transmission,skill_or_requirement,schedule_note,slot_index,slot_start_min,slot_end_min,slot_start,slot_end,raw_value,is_available
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,126,630,635,10:30,10:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,127,635,640,10:35,10:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,128,640,645,10:40,10:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,129,645,650,10:45,10:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,130,650,655,10:50,10:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,131,655,660,10:55,11:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,132,660,665,11:00,11:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,133,665,670,11:05,11:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,134,670,675,11:10,11:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,135,675,680,11:15,11:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,136,680,685,11:20,11:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,137,685,690,11:25,11:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,138,690,695,11:30,11:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,139,695,700,11:35,11:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,140,700,705,11:40,11:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,141,705,710,11:45,11:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,142,710,715,11:50,11:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,143,715,720,11:55,12:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,144,720,725,12:00,12:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,145,725,730,12:05,12:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,146,730,735,12:10,12:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,147,735,740,12:15,12:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,148,740,745,12:20,12:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,149,745,750,12:25,12:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,150,750,755,12:30,12:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,151,755,760,12:35,12:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,152,760,765,12:40,12:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,153,765,770,12:45,12:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,154,770,775,12:50,12:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,155,775,780,12:55,13:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,156,780,785,13:00,13:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,157,785,790,13:05,13:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,158,790,795,13:10,13:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,159,795,800,13:15,13:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,160,800,805,13:20,13:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,161,805,810,13:25,13:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,162,810,815,13:30,13:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,163,815,820,13:35,13:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,164,820,825,13:40,13:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,165,825,830,13:45,13:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,166,830,835,13:50,13:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,167,835,840,13:55,14:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,168,840,845,14:00,14:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,169,845,850,14:05,14:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,170,850,855,14:10,14:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,171,855,860,14:15,14:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,172,860,865,14:20,14:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,173,865,870,14:25,14:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,174,870,875,14:30,14:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,175,875,880,14:35,14:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,176,880,885,14:40,14:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,177,885,890,14:45,14:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,178,890,895,14:50,14:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,179,895,900,14:55,15:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,180,900,905,15:00,15:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,181,905,910,15:05,15:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,182,910,915,15:10,15:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,183,915,920,15:15,15:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,184,920,925,15:20,15:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,185,925,930,15:25,15:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,186,930,935,15:30,15:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,187,935,940,15:35,15:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,188,940,945,15:40,15:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,189,945,950,15:45,15:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,190,950,955,15:50,15:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,191,955,960,15:55,16:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,192,960,965,16:00,16:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,193,965,970,16:05,16:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,194,970,975,16:10,16:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,195,975,980,16:15,16:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,196,980,985,16:20,16:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,197,985,990,16:25,16:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,198,990,995,16:30,16:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,199,995,1000,16:35,16:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,200,1000,1005,16:40,16:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,201,1005,1010,16:45,16:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,202,1010,1015,16:50,16:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,203,1015,1020,16:55,17:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,204,1020,1025,17:00,17:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,205,1025,1030,17:05,17:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,206,1030,1035,17:10,17:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,207,1035,1040,17:15,17:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,208,1040,1045,17:20,17:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,209,1045,1050,17:25,17:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,210,1050,1055,17:30,17:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,211,1055,1060,17:35,17:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,212,1060,1065,17:40,17:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,213,1065,1070,17:45,17:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,214,1070,1075,17:50,17:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,215,1075,1080,17:55,18:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,216,1080,1085,18:00,18:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,217,1085,1090,18:05,18:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,218,1090,1095,18:10,18:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,219,1095,1100,18:15,18:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,220,1100,1105,18:20,18:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,221,1105,1110,18:25,18:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,222,1110,1115,18:30,18:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,223,1115,1120,18:35,18:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,224,1120,1125,18:40,18:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,225,1125,1130,18:45,18:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,226,1130,1135,18:50,18:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,227,1135,1140,18:55,19:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,228,1140,1145,19:00,19:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,229,1145,1150,19:05,19:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,230,1150,1155,19:10,19:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,231,1155,1160,19:15,19:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,232,1160,1165,19:20,19:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,233,1165,1170,19:25,19:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,234,1170,1175,19:30,19:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,235,1175,1180,19:35,19:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,236,1180,1185,19:40,19:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,237,1185,1190,19:45,19:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,238,1190,1195,19:50,19:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,239,1195,1200,19:55,20:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,240,1200,1205,20:00,20:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,241,1205,1210,20:05,20:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,242,1210,1215,20:10,20:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,243,1215,1220,20:15,20:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,244,1220,1225,20:20,20:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,245,1225,1230,20:25,20:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,246,1230,1235,20:30,20:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,247,1235,1240,20:35,20:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,248,1240,1245,20:40,20:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,249,1245,1250,20:45,20:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,250,1250,1255,20:50,20:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,251,1255,1260,20:55,21:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,252,1260,1265,21:00,21:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,253,1265,1270,21:05,21:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,254,1270,1275,21:10,21:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,255,1275,1280,21:15,21:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,256,1280,1285,21:20,21:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,257,1285,1290,21:25,21:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,258,1290,1295,21:30,21:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,259,1295,1300,21:35,21:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,260,1300,1305,21:40,21:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,261,1305,1310,21:45,21:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,262,1310,1315,21:50,21:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,263,1315,1320,21:55,22:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,264,1320,1325,22:00,22:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,265,1325,1330,22:05,22:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,266,1330,1335,22:10,22:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,267,1335,1340,22:15,22:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,268,1340,1345,22:20,22:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,269,1345,1350,22:25,22:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,270,1350,1355,22:30,22:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,271,1355,1360,22:35,22:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,272,1360,1365,22:40,22:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,273,1365,1370,22:45,22:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,274,1370,1375,22:50,22:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,275,1375,1380,22:55,23:00,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,276,1380,1385,23:00,23:05,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,277,1385,1390,23:05,23:10,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,278,1390,1395,23:10,23:15,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,279,1395,1400,23:15,23:20,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,280,1400,1405,23:20,23:25,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,281,1405,1410,23:25,23:30,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,282,1410,1415,23:30,23:35,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,283,1415,1420,23:35,23:40,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,284,1420,1425,23:40,23:45,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,285,1425,1430,23:45,23:50,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,286,1430,1435,23:50,23:55,T,True
vehicle_schedule,vehicle,2161,2161,1톤 원캡 트럭,자동,소형 기량자 이상,전기차,287,1435,1440,23:55,24:00,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,0,0,5,00:00,00:05,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,1,5,10,00:05,00:10,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,2,10,15,00:10,00:15,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,3,15,20,00:15,00:20,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,4,20,25,00:20,00:25,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,5,25,30,00:25,00:30,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,6,30,35,00:30,00:35,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,7,35,40,00:35,00:40,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,8,40,45,00:40,00:45,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,9,45,50,00:45,00:50,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,10,50,55,00:50,00:55,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,11,55,60,00:55,01:00,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,12,60,65,01:00,01:05,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,13,65,70,01:05,01:10,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,14,70,75,01:10,01:15,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,15,75,80,01:15,01:20,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,16,80,85,01:20,01:25,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,17,85,90,01:25,01:30,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,18,90,95,01:30,01:35,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,19,95,100,01:35,01:40,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,20,100,105,01:40,01:45,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,21,105,110,01:45,01:50,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,22,110,115,01:50,01:55,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,23,115,120,01:55,02:00,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,24,120,125,02:00,02:05,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,25,125,130,02:05,02:10,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,26,130,135,02:10,02:15,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,27,135,140,02:15,02:20,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,28,140,145,02:20,02:25,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,29,145,150,02:25,02:30,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,30,150,155,02:30,02:35,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,31,155,160,02:35,02:40,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,32,160,165,02:40,02:45,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,33,165,170,02:45,02:50,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,34,170,175,02:50,02:55,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,35,175,180,02:55,03:00,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,36,180,185,03:00,03:05,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,37,185,190,03:05,03:10,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,38,190,195,03:10,03:15,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,39,195,200,03:15,03:20,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,40,200,205,03:20,03:25,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,41,205,210,03:25,03:30,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,42,210,215,03:30,03:35,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,43,215,220,03:35,03:40,T,True
vehicle_schedule,vehicle,2165,2165,1톤 원캡 트럭,자동,소형 기량자 이상,,44,220,225,03:40,03:45,T,True
